date_reg,type,maker,model,colour,fuel,state
2025-02-22,jip,perodua,aruz,blue,petrol,rakan niaga
2025-02-22,jip,perodua,aruz,black,petrol,rakan niaga
2025-02-22,jip,perodua,aruz,white,petrol,rakan niaga
2025-02-22,jip,perodua,aruz,grey,petrol,rakan niaga
2025-02-22,jip,perodua,aruz,red,petrol,rakan niaga
2025-02-22,jip,perodua,ativa,grey,petrol,rakan niaga
2025-02-22,jip,perodua,ativa,silver,petrol,rakan niaga
2025-02-22,jip,perodua,ativa,white,petrol,rakan niaga
2025-02-22,jip,perodua,ativa,red,petrol,rakan niaga
2025-02-22,jip,perodua,ativa,blue,petrol,rakan niaga
2025-02-22,motokar,perodua,axia,blue,petrol,rakan niaga
2025-02-22,motokar,perodua,axia,grey,petrol,rakan niaga
2025-02-22,motokar,perodua,axia,white,petrol,rakan niaga
2025-02-22,motokar,perodua,axia,red,petrol,rakan niaga
2025-02-22,motokar,perodua,axia,silver,petrol,rakan niaga
2025-02-22,motokar,perodua,bezza,grey,petrol,rakan niaga
2025-02-22,motokar,perodua,bezza,white,petrol,rakan niaga
2025-02-22,motokar,perodua,bezza,brown,petrol,rakan niaga
2025-02-22,motokar,perodua,bezza,red,petrol,rakan niaga
2025-02-22,motokar,perodua,bezza,silver,petrol,rakan niaga
2025-02-22,motokar,perodua,bezza,blue,petrol,rakan niaga
2025-02-22,motokar,perodua,myvi,white,petrol,rakan niaga
2025-02-22,motokar,perodua,myvi,grey,petrol,rakan niaga
2025-02-22,motokar,perodua,myvi,red,petrol,rakan niaga
2025-02-22,motokar,perodua,myvi,silver,petrol,rakan niaga
2025-02-22,motokar,perodua,myvi,blue,petrol,rakan niaga
2025-02-22,motokar,proton,iriz,white,petrol,rakan niaga
2025-02-22,motokar,proton,iriz,red,petrol,rakan niaga
2025-02-22,motokar,proton,persona,white,petrol,rakan niaga
2025-02-22,motokar,proton,persona,maroon,petrol,rakan niaga
2025-02-22,motokar,proton,persona,grey,petrol,rakan niaga
2025-02-22,motokar,proton,persona,red,petrol,rakan niaga
2025-02-22,motokar,proton,persona,silver,petrol,rakan niaga
2025-02-22,motokar,proton,s70,grey,petrol,rakan niaga
2025-02-22,motokar,proton,s70,white,petrol,rakan niaga
2025-02-22,motokar,proton,s70,blue,petrol,rakan niaga
2025-02-22,motokar,proton,s70,silver,petrol,rakan niaga
2025-02-22,motokar,proton,s70,green,petrol,rakan niaga
2025-02-22,motokar,proton,saga,silver,petrol,rakan niaga
2025-02-22,motokar,proton,saga,red,petrol,rakan niaga
2025-02-22,motokar,proton,saga,grey,petrol,rakan niaga
2025-02-22,motokar,proton,saga,maroon,petrol,rakan niaga
2025-02-22,motokar,proton,saga,white,petrol,rakan niaga
2025-02-22,jip,proton,x50,white,petrol,rakan niaga
2025-02-22,jip,proton,x50,black,petrol,rakan niaga
2025-02-22,jip,proton,x50,silver,petrol,rakan niaga
2025-02-22,jip,proton,x50,red,petrol,rakan niaga
2025-02-22,jip,proton,x50,grey,petrol,rakan niaga
2025-02-22,jip,proton,x70,blue,petrol,rakan niaga
2025-02-22,jip,proton,x70,white,petrol,rakan niaga
2025-02-22,jip,proton,x70,silver,petrol,rakan niaga
2025-02-22,jip,proton,e.mas 7,white,electric,rakan niaga
2025-02-22,jip,proton,e.mas 7,silver,electric,rakan niaga
2025-02-22,jip,proton,e.mas 7,grey,electric,rakan niaga
2025-02-22,jip,subaru,forester,green,petrol,rakan niaga
2025-02-22,window_van,toyota,alphard,white,petrol,rakan niaga
2025-02-22,jip,toyota,corolla cross,white,petrol,rakan niaga
2025-02-22,jip,toyota,corolla cross,grey,hybrid_petrol,rakan niaga
2025-02-22,jip,toyota,corolla cross,red,petrol,rakan niaga
2025-02-22,jip,toyota,fortuner,silver,diesel,rakan niaga
2025-02-22,motokar_pelbagai_utiliti,toyota,innova,white,petrol,rakan niaga
2025-02-22,motokar_pelbagai_utiliti,toyota,veloz,red,petrol,rakan niaga
2025-02-22,motokar_pelbagai_utiliti,toyota,veloz,white,petrol,rakan niaga
2025-02-22,motokar_pelbagai_utiliti,toyota,veloz,silver,petrol,rakan niaga
2025-02-22,motokar,toyota,vios,red,petrol,rakan niaga
2025-02-22,motokar,toyota,vios,white,petrol,rakan niaga
2025-02-22,motokar,toyota,vios,black,petrol,rakan niaga
2025-02-22,motokar,toyota,vios,blue,petrol,rakan niaga
2025-02-22,motokar,toyota,vios,silver,petrol,rakan niaga
2025-02-22,motokar,toyota,yaris,red,petrol,rakan niaga
2025-02-22,motokar,toyota,yaris,white,petrol,rakan niaga
2025-02-23,jip,chery,omoda 9,grey,petrol,rakan niaga
2025-02-23,jip,chery,omoda 9,black,petrol,rakan niaga
2025-02-23,jip,chery,omoda 9,black,petrol,kedah
2025-02-23,motokar,honda,city,grey,petrol,rakan niaga
2025-02-23,motokar,honda,city,black,petrol,rakan niaga
2025-02-23,motokar,honda,city,silver,petrol,rakan niaga
2025-02-23,motokar,honda,city,white,petrol,rakan niaga
2025-02-23,motokar,honda,city,white,petrol,kedah
2025-02-23,motokar,honda,city,red,petrol,rakan niaga
2025-02-23,motokar,honda,city,grey,hybrid_petrol,rakan niaga
2025-02-23,motokar,honda,civic,white,petrol,rakan niaga
2025-02-23,motokar,honda,civic,black,petrol,kelantan
2025-02-23,motokar,honda,civic,blue,petrol,rakan niaga
2025-02-23,motokar,honda,hr-v,black,petrol,rakan niaga
2025-02-23,motokar,honda,hr-v,grey,petrol,rakan niaga
2025-02-23,motokar,honda,hr-v,red,petrol,rakan niaga
2025-02-23,motokar,honda,hr-v,red,petrol,kedah
2025-02-23,motokar,honda,hr-v,grey,hybrid_petrol,kedah
2025-02-23,motokar,honda,hr-v,silver,petrol,kelantan
2025-02-23,motokar,honda,hr-v,black,hybrid_petrol,rakan niaga
2025-02-23,motokar,honda,wr-v,grey,petrol,rakan niaga
2025-02-23,motokar,honda,wr-v,red,petrol,terengganu
2025-02-23,motokar,honda,wr-v,silver,petrol,rakan niaga
2025-02-23,pick_up,isuzu,d-max,silver,greendiesel,kelantan
2025-02-23,pick_up,isuzu,d-max,blue,greendiesel,rakan niaga
2025-02-23,pick_up,isuzu,d-max,silver,greendiesel,terengganu
2025-02-23,pick_up,isuzu,d-max,white,greendiesel,rakan niaga
2025-02-23,pick_up,isuzu,d-max,white,greendiesel,kedah
2025-02-23,jip,mazda,cx-5,red,petrol,rakan niaga
2025-02-23,pick_up,mitsubishi,triton,orange,greendiesel,kelantan
2025-02-23,pick_up,mitsubishi,triton,grey,greendiesel,rakan niaga
2025-02-23,pick_up,mitsubishi,triton,silver,greendiesel,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,mitsubishi,xpander,grey,petrol,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,mitsubishi,xpander,red,petrol,rakan niaga
2025-02-23,jip,nissan,kicks,grey,hybrid_petrol,rakan niaga
2025-02-23,window_van,nissan,serena,white,petrol,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,perodua,alza,silver,petrol,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,perodua,alza,black,petrol,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,perodua,alza,red,petrol,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,perodua,alza,brown,petrol,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,perodua,alza,black,petrol,terengganu
2025-02-23,jip,perodua,aruz,black,petrol,rakan niaga
2025-02-23,jip,perodua,aruz,grey,petrol,rakan niaga
2025-02-23,jip,perodua,ativa,silver,petrol,rakan niaga
2025-02-23,jip,perodua,ativa,white,petrol,rakan niaga
2025-02-23,jip,perodua,ativa,grey,petrol,rakan niaga
2025-02-23,jip,perodua,ativa,blue,petrol,rakan niaga
2025-02-23,jip,perodua,ativa,red,petrol,rakan niaga
2025-02-23,motokar,perodua,axia,grey,petrol,rakan niaga
2025-02-23,motokar,perodua,axia,blue,petrol,rakan niaga
2025-02-23,motokar,perodua,axia,white,petrol,rakan niaga
2025-02-23,motokar,perodua,axia,silver,petrol,rakan niaga
2025-02-23,motokar,perodua,bezza,grey,petrol,rakan niaga
2025-02-23,motokar,perodua,bezza,silver,petrol,rakan niaga
2025-02-23,motokar,perodua,bezza,red,petrol,rakan niaga
2025-02-23,motokar,perodua,bezza,white,petrol,rakan niaga
2025-02-23,motokar,perodua,bezza,brown,petrol,rakan niaga
2025-02-23,motokar,perodua,myvi,red,petrol,rakan niaga
2025-02-23,motokar,perodua,myvi,grey,petrol,rakan niaga
2025-02-23,motokar,perodua,myvi,silver,petrol,rakan niaga
2025-02-23,jip,peugeot,3008,white,petrol,rakan niaga
2025-02-23,motokar,proton,iriz,grey,petrol,rakan niaga
2025-02-23,motokar,proton,persona,white,petrol,rakan niaga
2025-02-23,motokar,proton,persona,red,petrol,rakan niaga
2025-02-23,motokar,proton,s70,black,petrol,rakan niaga
2025-02-23,motokar,proton,saga,maroon,petrol,rakan niaga
2025-02-23,motokar,proton,saga,silver,petrol,rakan niaga
2025-02-23,motokar,proton,saga,grey,petrol,rakan niaga
2025-02-23,motokar,proton,saga,white,petrol,rakan niaga
2025-02-23,jip,proton,x50,black,petrol,rakan niaga
2025-02-23,jip,proton,x50,grey,petrol,rakan niaga
2025-02-23,jip,proton,x50,white,petrol,rakan niaga
2025-02-23,jip,proton,x70,blue,petrol,rakan niaga
2025-02-23,jip,proton,x70,blue,petrol,kedah
2025-02-23,jip,proton,x90,blue,petrol,terengganu
2025-02-23,jip,proton,e.mas 7,green,electric,rakan niaga
2025-02-23,window_van,toyota,alphard,white,petrol,kedah
2025-02-23,jip,toyota,corolla cross,blue,hybrid_petrol,rakan niaga
2025-02-23,jip,toyota,corolla cross,blue,petrol,rakan niaga
2025-02-23,jip,toyota,corolla cross,silver,hybrid_petrol,rakan niaga
2025-02-23,jip,toyota,corolla cross,white,petrol,rakan niaga
2025-02-23,jip,toyota,corolla cross,grey,petrol,kelantan
2025-02-23,jip,toyota,harrier,white,petrol,rakan niaga
2025-02-23,window_van,toyota,hiace,white,greendiesel,kedah
2025-02-23,pick_up,toyota,hilux,white,diesel,kelantan
2025-02-23,pick_up,toyota,hilux,black,greendiesel,kedah
2025-02-23,pick_up,toyota,hilux,black,diesel,terengganu
2025-02-23,pick_up,toyota,hilux,silver,diesel,kedah
2025-02-23,motokar_pelbagai_utiliti,toyota,innova,silver,petrol,rakan niaga
2025-02-23,window_van,toyota,vellfire,white,petrol,kelantan
2025-02-23,motokar_pelbagai_utiliti,toyota,veloz,black,petrol,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,toyota,veloz,red,petrol,rakan niaga
2025-02-23,motokar_pelbagai_utiliti,toyota,veloz,white,petrol,rakan niaga
2025-02-23,motokar,toyota,vios,white,petrol,rakan niaga
2025-02-23,motokar,toyota,vios,blue,petrol,rakan niaga
2025-02-23,motokar,toyota,vios,black,petrol,rakan niaga
2025-02-23,motokar,toyota,vios,silver,petrol,rakan niaga
2025-02-23,motokar,toyota,vios,red,petrol,rakan niaga
2025-02-23,motokar,toyota,yaris,red,petrol,rakan niaga
2025-02-24,motokar,bmw,2 series,black,petrol,rakan niaga
2025-02-24,motokar,bmw,2 series,white,petrol,w.p. kuala lumpur
2025-02-24,motokar,bmw,2 series,blue,petrol,rakan niaga
2025-02-24,motokar,bmw,3 series,black,petrol,rakan niaga
2025-02-24,motokar,bmw,3 series,grey,petrol,selangor
2025-02-24,motokar,bmw,3 series,black,petrol,w.p. kuala lumpur
2025-02-24,motokar,bmw,3 series,grey,petrol,rakan niaga
2025-02-24,motokar,bmw,5 series,grey,petrol,rakan niaga
2025-02-24,motokar,bmw,5 series,black,petrol,sarawak
2025-02-24,motokar,bmw,5 series,green,petrol,johor
2025-02-24,motokar,bmw,5 series,green,petrol,melaka
2025-02-24,motokar,bmw,5 series,black,petrol,rakan niaga
2025-02-24,motokar,bmw,5 series,blue,petrol,selangor
2025-02-24,motokar,bmw,5 series,white,petrol,rakan niaga
2025-02-24,jip,bmw,x1,silver,petrol,rakan niaga
2025-02-24,jip,bmw,x3,white,petrol,rakan niaga
2025-02-24,jip,bmw,x3,grey,petrol,rakan niaga
2025-02-24,jip,bmw,x3,grey,petrol,selangor
2025-02-24,jip,bmw,x3,black,petrol,selangor
2025-02-24,jip,bmw,x4,black,petrol,pulau pinang
2025-02-24,jip,bmw,x4,white,petrol,rakan niaga
2025-02-24,jip,bmw,x5,blue,petrol,w.p. kuala lumpur
2025-02-24,jip,bmw,x5,black,petrol,rakan niaga
2025-02-24,jip,bmw,x7,grey,petrol,rakan niaga
2025-02-24,motokar,bmw,i4,black,electric,w.p. kuala lumpur
2025-02-24,motokar,bmw,i5,black,electric,rakan niaga
2025-02-24,jip,bmw,ix1,black,electric,negeri sembilan
2025-02-24,jip,bmw,ix1,black,electric,rakan niaga
2025-02-24,jip,bmw,ix1,silver,electric,rakan niaga
2025-02-24,jip,bmw,ix1,white,electric,w.p. kuala lumpur
2025-02-24,jip,bmw,ix2,black,electric,sarawak
2025-02-24,jip,bmw,ix2,white,electric,rakan niaga
2025-02-24,jip,bmw,ix2,grey,electric,w.p. kuala lumpur
2025-02-24,jip,bmw,ix2,green,electric,w.p. kuala lumpur
2025-02-24,jip,byd,atto 3,white,electric,rakan niaga
2025-02-24,motokar,byd,dolphin,grey,electric,rakan niaga
2025-02-24,motokar,byd,dolphin,white,electric,w.p. kuala lumpur
2025-02-24,motokar_pelbagai_utiliti,byd,m6,white,electric,rakan niaga
2025-02-24,motokar_pelbagai_utiliti,byd,m6,black,electric,rakan niaga
2025-02-24,motokar,byd,seal,white,electric,rakan niaga
2025-02-24,jip,byd,sealion,grey,electric,rakan niaga
2025-02-24,jip,byd,sealion,black,electric,pulau pinang
2025-02-24,jip,byd,sealion,grey,electric,w.p. kuala lumpur
2025-02-24,jip,byd,sealion,white,electric,rakan niaga
2025-02-24,jip,byd,sealion,black,electric,rakan niaga
2025-02-24,window_van,cam,kingo,white,greendiesel,w.p. kuala lumpur
2025-02-24,window_van,cam,placer-x,white,greendiesel,w.p. kuala lumpur
2025-02-24,jip,chery,jaecoo j7,silver,petrol,rakan niaga
2025-02-24,jip,chery,jaecoo j7,black,petrol,rakan niaga
2025-02-24,jip,chery,jaecoo j7,silver,petrol,sabah
2025-02-24,jip,chery,jaecoo j7,green,petrol,rakan niaga
2025-02-24,jip,chery,jaecoo j7,black,petrol,melaka
2025-02-24,jip,chery,jaecoo j7,black,petrol,pulau pinang
2025-02-24,jip,chery,jaecoo j7,black,petrol,johor
2025-02-24,jip,chery,jaecoo j7,white,petrol,w.p. kuala lumpur
2025-02-24,jip,chery,jaecoo j7,black,petrol,w.p. kuala lumpur
2025-02-24,jip,chery,jaecoo j7,white,petrol,rakan niaga
2025-02-24,jip,chery,omoda 5,grey,petrol,rakan niaga
2025-02-24,jip,chery,omoda 5,white,petrol,rakan niaga
2025-02-24,jip,chery,omoda 5,black,petrol,rakan niaga
2025-02-24,jip,chery,omoda 5,red,petrol,rakan niaga
2025-02-24,jip,chery,omoda 5,white,petrol,pulau pinang
2025-02-24,jip,chery,omoda 9,black,petrol,rakan niaga
2025-02-24,jip,chery,omoda 9,grey,petrol,pulau pinang
2025-02-24,jip,chery,omoda 9,white,petrol,johor
2025-02-24,jip,chery,omoda 9,grey,petrol,rakan niaga
2025-02-24,jip,chery,omoda 9,white,petrol,rakan niaga
2025-02-24,jip,chery,omoda 9,black,petrol,w.p. kuala lumpur
2025-02-24,jip,chery,omoda 9,grey,petrol,johor
2025-02-24,jip,chery,omoda 9,white,petrol,w.p. kuala lumpur
2025-02-24,jip,chery,tiggo,silver,petrol,perak
2025-02-24,jip,chery,tiggo,silver,petrol,selangor
2025-02-24,jip,chery,tiggo,grey,petrol,rakan niaga
2025-02-24,jip,chery,tiggo,black,petrol,rakan niaga
2025-02-24,jip,chery,tiggo,black,petrol,johor
2025-02-24,jip,chery,tiggo,grey,petrol,pulau pinang
2025-02-24,window_van,daihatsu,move,blue,petrol,rakan niaga
2025-02-24,motokar,ferrari,portofino,red,petrol,w.p. kuala lumpur
2025-02-24,pick_up,ford,ranger,white,petrol,rakan niaga
2025-02-24,pick_up,ford,ranger,white,greendiesel,rakan niaga
2025-02-24,pick_up,ford,ranger,grey,greendiesel,rakan niaga
2025-02-24,pick_up,ford,ranger,orange,petrol,rakan niaga
2025-02-24,pick_up,ford,ranger,black,greendiesel,rakan niaga
2025-02-24,pick_up,ford,ranger,grey,petrol,rakan niaga
2025-02-24,window_van,foton,view,white,greendiesel,selangor
2025-02-24,window_van,foton,view,white,greendiesel,johor
2025-02-24,jip,gac,gs3,white,petrol,rakan niaga
2025-02-24,jip,great wall,haval h6,white,hybrid_petrol,rakan niaga
2025-02-24,jip,great wall,haval h6,grey,hybrid_petrol,rakan niaga
2025-02-24,jip,great wall,haval h6,black,hybrid_petrol,rakan niaga
2025-02-24,jip,great wall,haval h6,silver,hybrid_petrol,rakan niaga
2025-02-24,motokar,great wall,ora,beige,electric,rakan niaga
2025-02-24,jip,great wall,tank 300,black,petrol,rakan niaga
2025-02-24,jip,great wall,tank 300,orange,petrol,rakan niaga
2025-02-24,jip,great wall,tank 300,orange,petrol,johor
2025-02-24,jip,honda,cr-v,grey,hybrid_petrol,w.p. kuala lumpur
2025-02-24,jip,honda,cr-v,blue,petrol,rakan niaga
2025-02-24,jip,honda,cr-v,grey,petrol,rakan niaga
2025-02-24,jip,honda,cr-v,blue,petrol,selangor
2025-02-24,jip,honda,cr-v,grey,petrol,kelantan
2025-02-24,jip,honda,cr-v,silver,hybrid_petrol,rakan niaga
2025-02-24,jip,honda,cr-v,silver,petrol,perak
2025-02-24,jip,honda,cr-v,blue,petrol,perak
2025-02-24,jip,honda,cr-v,white,petrol,rakan niaga
2025-02-24,jip,honda,cr-v,white,hybrid_petrol,johor
2025-02-24,jip,honda,cr-v,white,hybrid_petrol,rakan niaga
2025-02-24,jip,honda,cr-v,blue,hybrid_petrol,kelantan
2025-02-24,jip,honda,cr-v,blue,hybrid_petrol,rakan niaga
2025-02-24,jip,honda,cr-v,blue,petrol,johor
2025-02-24,jip,honda,cr-v,blue,hybrid_petrol,pulau pinang
2025-02-24,jip,honda,cr-v,blue,petrol,w.p. kuala lumpur
2025-02-24,jip,honda,cr-v,blue,petrol,melaka
2025-02-24,motokar,honda,city,white,petrol,rakan niaga
2025-02-24,motokar,honda,city,grey,petrol,rakan niaga
2025-02-24,motokar,honda,city,white,petrol,selangor
2025-02-24,motokar,honda,city,grey,petrol,selangor
2025-02-24,motokar,honda,city,red,petrol,w.p. kuala lumpur
2025-02-24,motokar,honda,city,red,petrol,rakan niaga
2025-02-24,motokar,honda,city,silver,petrol,rakan niaga
2025-02-24,motokar,honda,city,white,petrol,w.p. kuala lumpur
2025-02-24,motokar,honda,city,black,petrol,rakan niaga
2025-02-24,motokar,honda,city,silver,petrol,kedah
2025-02-24,motokar,honda,city,beige,petrol,kedah
2025-02-24,motokar,honda,city,white,hybrid_petrol,johor
2025-02-24,motokar,honda,city,grey,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,city,white,petrol,johor
2025-02-24,motokar,honda,city,silver,petrol,pahang
2025-02-24,motokar,honda,city,beige,petrol,rakan niaga
2025-02-24,motokar,honda,city,grey,petrol,kedah
2025-02-24,motokar,honda,city,white,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,city,white,petrol,kedah
2025-02-24,motokar,honda,civic,white,petrol,rakan niaga
2025-02-24,motokar,honda,civic,blue,petrol,rakan niaga
2025-02-24,motokar,honda,civic,blue,petrol,kedah
2025-02-24,motokar,honda,civic,black,petrol,rakan niaga
2025-02-24,motokar,honda,civic,grey,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,civic,blue,petrol,johor
2025-02-24,motokar,honda,civic,white,petrol,sarawak
2025-02-24,motokar,honda,civic,blue,petrol,pulau pinang
2025-02-24,motokar,honda,civic,red,petrol,rakan niaga
2025-02-24,motokar,honda,civic,grey,petrol,rakan niaga
2025-02-24,motokar,honda,civic,blue,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,civic,white,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,civic,grey,petrol,w.p. kuala lumpur
2025-02-24,motokar,honda,fit,silver,petrol,w.p. kuala lumpur
2025-02-24,motokar,honda,hr-v,black,petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,silver,petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,red,petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,white,petrol,perak
2025-02-24,motokar,honda,hr-v,grey,petrol,selangor
2025-02-24,motokar,honda,hr-v,grey,petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,grey,petrol,kelantan
2025-02-24,motokar,honda,hr-v,white,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,grey,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,white,petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,red,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,silver,petrol,w.p. kuala lumpur
2025-02-24,motokar,honda,hr-v,black,petrol,pahang
2025-02-24,motokar,honda,hr-v,black,hybrid_petrol,rakan niaga
2025-02-24,motokar,honda,hr-v,red,petrol,kelantan
2025-02-24,motokar,honda,hr-v,silver,hybrid_petrol,rakan niaga
2025-02-24,window_van,honda,odyssey,black,petrol,johor
2025-02-24,window_van,honda,odyssey,purple,petrol,selangor
2025-02-24,window_van,honda,stepwgn,white,petrol,w.p. kuala lumpur
2025-02-24,window_van,honda,stepwgn,black,petrol,rakan niaga
2025-02-24,window_van,honda,stepwgn,white,petrol,pulau pinang
2025-02-24,motokar,honda,wr-v,white,petrol,kelantan
2025-02-24,motokar,honda,wr-v,black,petrol,rakan niaga
2025-02-24,motokar,honda,wr-v,red,petrol,rakan niaga
2025-02-24,motokar,honda,wr-v,grey,petrol,rakan niaga
2025-02-24,motokar,honda,wr-v,silver,petrol,rakan niaga
2025-02-24,motokar,honda,wr-v,silver,petrol,kelantan
2025-02-24,motokar,honda,wr-v,white,petrol,rakan niaga
2025-02-24,window_van,hyundai,staria,silver,diesel,rakan niaga
2025-02-24,pick_up,isuzu,d-max,black,greendiesel,rakan niaga
2025-02-24,pick_up,isuzu,d-max,white,greendiesel,pahang
2025-02-24,pick_up,isuzu,d-max,black,diesel,rakan niaga
2025-02-24,pick_up,isuzu,d-max,silver,greendiesel,rakan niaga
2025-02-24,pick_up,isuzu,d-max,white,greendiesel,w.p. kuala lumpur
2025-02-24,pick_up,isuzu,d-max,white,greendiesel,rakan niaga
2025-02-24,pick_up,isuzu,d-max,grey,greendiesel,rakan niaga
2025-02-24,pick_up,isuzu,d-max,grey,diesel,rakan niaga
2025-02-24,pick_up,isuzu,d-max,white,greendiesel,selangor
2025-02-24,pick_up,isuzu,d-max,blue,greendiesel,rakan niaga
2025-02-24,window_van,kia,carnival,white,diesel,selangor
2025-02-24,window_van,kia,carnival,black,diesel,kedah
2025-02-24,jip,land rover,defender,brown,petrol,w.p. kuala lumpur
2025-02-24,motokar,lexus,is,grey,petrol,johor
2025-02-24,jip,lexus,nx,white,petrol,sarawak
2025-02-24,jip,lexus,nx,white,petrol,perak
2025-02-24,motokar,lexus,rc,red,petrol,w.p. kuala lumpur
2025-02-24,jip,lexus,rx,black,petrol,sarawak
2025-02-24,jip,lexus,rx,white,petrol,w.p. kuala lumpur
2025-02-24,jip,lexus,rx,black,petrol,w.p. kuala lumpur
2025-02-24,jip,lexus,rx,white,petrol,johor
2025-02-24,jip,lexus,rx,black,petrol,selangor
2025-02-24,jip,lexus,rx,black,petrol,negeri sembilan
2025-02-24,jip,lexus,rx,white,petrol,rakan niaga
2025-02-24,motokar,mg,mg4,white,electric,rakan niaga
2025-02-24,motokar,mg,mg5,white,petrol,pulau pinang
2025-02-24,motokar,mg,mg5,yellow,petrol,w.p. kuala lumpur
2025-02-24,motokar,mg,mg5,grey,petrol,rakan niaga
2025-02-24,motokar,mg,mg5,red,petrol,rakan niaga
2025-02-24,motokar,mg,mg5,black,petrol,rakan niaga
2025-02-24,motokar,mazda,3,grey,petrol,rakan niaga
2025-02-24,motokar,mazda,3,black,petrol,w.p. kuala lumpur
2025-02-24,motokar,mazda,cx-30,grey,petrol,selangor
2025-02-24,motokar,mazda,cx-30,blue,petrol,rakan niaga
2025-02-24,motokar,mazda,cx-30,blue,petrol,melaka
2025-02-24,motokar,mazda,cx-30,black,petrol,rakan niaga
2025-02-24,jip,mazda,cx-5,blue,petrol,kedah
2025-02-24,jip,mazda,cx-5,grey,petrol,rakan niaga
2025-02-24,jip,mazda,cx-5,black,petrol,rakan niaga
2025-02-24,jip,mazda,cx-5,gold,petrol,rakan niaga
2025-02-24,jip,mazda,cx-5,white,petrol,rakan niaga
2025-02-24,jip,mazda,cx-8,gold,diesel,pulau pinang
2025-02-24,jip,mazda,cx-8,grey,petrol,rakan niaga
2025-02-24,jip,mazda,cx-8,blue,petrol,rakan niaga
2025-02-24,motokar,mercedes benz,a-class,grey,hybrid_petrol,rakan niaga
2025-02-24,motokar,mercedes benz,a-class,silver,hybrid_petrol,rakan niaga
2025-02-24,motokar,mercedes benz,a-class,white,petrol,rakan niaga
2025-02-24,motokar,mercedes benz,c-class,grey,hybrid_petrol,rakan niaga
2025-02-24,motokar,mercedes benz,c-class,grey,hybrid_petrol,w.p. kuala lumpur
2025-02-24,motokar,mercedes benz,c-class,white,hybrid_petrol,rakan niaga
2025-02-24,motokar,mercedes benz,cla,black,petrol,rakan niaga
2025-02-24,motokar,mercedes benz,e-class,black,hybrid_petrol,rakan niaga
2025-02-24,motokar,mercedes benz,e-class,black,petrol,rakan niaga
2025-02-24,motokar,mercedes benz,e-class,white,hybrid_petrol,rakan niaga
2025-02-24,jip,mercedes benz,eqa,grey,electric,rakan niaga
2025-02-24,motokar,mercedes benz,eqs,grey,electric,w.p. kuala lumpur
2025-02-24,motokar,mercedes benz,gla,black,petrol,kelantan
2025-02-24,jip,mercedes benz,gla,white,hybrid_petrol,rakan niaga
2025-02-24,jip,mercedes benz,glc,silver,hybrid_petrol,rakan niaga
2025-02-24,jip,mercedes benz,glc,black,hybrid_petrol,rakan niaga
2025-02-24,jip,mercedes benz,glc,black,petrol,rakan niaga
2025-02-24,jip,mercedes benz,gle,silver,hybrid_petrol,rakan niaga
2025-02-24,jip,mercedes benz,gle,grey,hybrid_petrol,rakan niaga
2025-02-24,jip,mercedes benz,gle,black,hybrid_petrol,rakan niaga
2025-02-24,jip,mini,aceman,blue,electric,selangor
2025-02-24,jip,mini,aceman,grey,electric,w.p. kuala lumpur
2025-02-24,jip,mini,aceman,white,electric,w.p. kuala lumpur
2025-02-24,jip,mini,countryman,green,electric,perak
2025-02-24,jip,mini,countryman,blue,petrol,rakan niaga
2025-02-24,jip,mini,countryman,silver,petrol,rakan niaga
2025-02-24,pick_up,mitsubishi,triton,white,greendiesel,rakan niaga
2025-02-24,pick_up,mitsubishi,triton,silver,greendiesel,rakan niaga
2025-02-24,pick_up,mitsubishi,triton,black,greendiesel,rakan niaga
2025-02-24,pick_up,mitsubishi,triton,black,greendiesel,sabah
2025-02-24,pick_up,mitsubishi,triton,grey,greendiesel,rakan niaga
2025-02-24,motokar_pelbagai_utiliti,mitsubishi,xpander,red,petrol,rakan niaga
2025-02-24,motokar_pelbagai_utiliti,mitsubishi,xpander,black,petrol,rakan niaga
2025-02-24,motokar_pelbagai_utiliti,mitsubishi,xpander,white,petrol,rakan niaga
2025-02-24,motokar_pelbagai_utiliti,mitsubishi,xpander,grey,petrol,rakan niaga
2025-02-24,motokar_pelbagai_utiliti,mitsubishi,xpander,grey,petrol,kelantan
