date_reg,type,maker,model,colour,fuel,state
2025-01-01,motokar,byd,seal,white,electric,rakan niaga
2025-01-01,window_van,cam,placer-x,yellow,greendiesel,johor
2025-01-01,jip,chery,jaecoo j7,green,petrol,rakan niaga
2025-01-01,jip,chery,jaecoo j7,silver,petrol,rakan niaga
2025-01-01,jip,chery,tiggo,grey,petrol,rakan niaga
2025-01-01,motokar,dong feng,box e3,purple,electric,rakan niaga
2025-01-01,motokar,dong feng,box e3,white,electric,rakan niaga
2025-01-01,pick_up,ford,ranger,black,greendiesel,rakan niaga
2025-01-01,pick_up,ford,ranger,white,greendiesel,johor
2025-01-01,pick_up,ford,ranger,white,petrol,johor
2025-01-01,jip,great wall,haval h6,green,hybrid_petrol,rakan niaga
2025-01-01,jip,great wall,haval h6,silver,hybrid_petrol,rakan niaga
2025-01-01,jip,great wall,haval h6,white,hybrid_petrol,rakan niaga
2025-01-01,motokar,great wall,ora,green,electric,johor
2025-01-01,motokar,honda,city,grey,petrol,johor
2025-01-01,window_van,honda,n-box,grey,petrol,johor
2025-01-01,window_van,honda,stepwgn,white,petrol,johor
2025-01-01,motokar,honda,wr-v,grey,petrol,rakan niaga
2025-01-01,jip,jeep,wrangler,grey,petrol,johor
2025-01-01,jip,lexus,rx,black,petrol,johor
2025-01-01,jip,lexus,rx,white,petrol,johor
2025-01-01,jip,lexus,rx,white,petrol,rakan niaga
2025-01-01,jip,mg,mg hs,black,petrol,kedah
2025-01-01,motokar,mg,mg4,white,electric,rakan niaga
2025-01-01,motokar,mg,mg5,grey,petrol,rakan niaga
2025-01-01,motokar,mercedes benz,c-class,black,hybrid_petrol,rakan niaga
2025-01-01,motokar,mercedes benz,e-class,white,hybrid_petrol,rakan niaga
2025-01-01,pick_up,mitsubishi,triton,grey,greendiesel,rakan niaga
2025-01-01,motokar_pelbagai_utiliti,mitsubishi,xpander,black,petrol,rakan niaga
2025-01-01,motokar_pelbagai_utiliti,mitsubishi,xpander,white,petrol,rakan niaga
2025-01-01,motokar_pelbagai_utiliti,mitsubishi,xpander,grey,petrol,rakan niaga
2025-01-01,motokar,nissan,almera,black,petrol,rakan niaga
2025-01-01,pick_up,nissan,navara,grey,greendiesel,johor
2025-01-01,window_van,nissan,serena,grey,petrol,rakan niaga
2025-01-01,motokar_pelbagai_utiliti,perodua,alza,brown,petrol,rakan niaga
2025-01-01,motokar_pelbagai_utiliti,perodua,alza,red,petrol,kelantan
2025-01-01,motokar,perodua,axia,grey,petrol,rakan niaga
2025-01-01,motokar,perodua,bezza,silver,petrol,rakan niaga
2025-01-01,motokar,perodua,bezza,grey,petrol,rakan niaga
2025-01-01,motokar,perodua,bezza,silver,petrol,johor
2025-01-01,motokar,perodua,myvi,white,petrol,rakan niaga
2025-01-01,motokar,perodua,myvi,grey,petrol,rakan niaga
2025-01-01,motokar,porsche,911 carrera,grey,petrol,johor
2025-01-01,jip,porsche,macan,white,petrol,johor
2025-01-01,motokar,proton,iriz,silver,petrol,terengganu
2025-01-01,motokar,proton,persona,grey,petrol,rakan niaga
2025-01-01,motokar,proton,saga,grey,petrol,rakan niaga
2025-01-01,jip,rolls royce,cullinan,white,petrol,johor
2025-01-01,window_van,toyota,alphard,black,petrol,johor
2025-01-01,window_van,toyota,alphard,white,petrol,kedah
2025-01-01,window_van,toyota,alphard,white,petrol,johor
2025-01-01,window_van,toyota,alphard,white,petrol,rakan niaga
2025-01-01,motokar,toyota,corolla altis,white,petrol,rakan niaga
2025-01-01,jip,toyota,corolla cross,white,petrol,rakan niaga
2025-01-01,jip,toyota,harrier,black,petrol,kelantan
2025-01-01,jip,toyota,harrier,black,petrol,johor
2025-01-01,jip,toyota,harrier,white,petrol,kedah
2025-01-01,jip,toyota,harrier,black,petrol,rakan niaga
2025-01-01,pick_up,toyota,hilux,black,greendiesel,johor
2025-01-01,pick_up,toyota,hilux,silver,greendiesel,kedah
2025-01-01,pick_up,toyota,hilux,black,greendiesel,kedah
2025-01-01,pick_up,toyota,hilux,brown,greendiesel,kedah
2025-01-01,pick_up,toyota,hilux,silver,greendiesel,johor
2025-01-01,jip,toyota,land cruiser,black,petrol,johor
2025-01-01,jip,toyota,land cruiser prado,white,diesel,johor
2025-01-01,window_van,toyota,vellfire,white,petrol,johor
2025-01-01,motokar,toyota,vios,white,petrol,rakan niaga
2025-01-02,motokar,bmw,2 series,blue,petrol,rakan niaga
2025-01-02,motokar,bmw,3 series,grey,petrol,rakan niaga
2025-01-02,motokar,bmw,3 series,grey,petrol,kedah
2025-01-02,motokar,bmw,3 series,blue,petrol,johor
2025-01-02,motokar,bmw,7 series,grey,hybrid_petrol,w.p. kuala lumpur
2025-01-02,motokar,bmw,7 series,black,hybrid_petrol,w.p. kuala lumpur
2025-01-02,jip,bmw,x7,grey,petrol,melaka
2025-01-02,jip,bmw,x7,black,petrol,w.p. kuala lumpur
2025-01-02,motokar,bmw,i5,black,electric,rakan niaga
2025-01-02,jip,bmw,ix,grey,electric,w.p. kuala lumpur
2025-01-02,jip,bmw,ix3,white,electric,w.p. kuala lumpur
2025-01-02,motokar_pelbagai_utiliti,byd,m6,grey,electric,rakan niaga
2025-01-02,jip,byd,sealion,grey,electric,rakan niaga
2025-01-02,jip,byd,sealion,black,electric,rakan niaga
2025-01-02,window_van,cam,kingo,white,greendiesel,sabah
2025-01-02,jip,chery,jaecoo j7,white,petrol,rakan niaga
2025-01-02,jip,chery,jaecoo j7,black,petrol,rakan niaga
2025-01-02,jip,chery,jaecoo j7,green,petrol,rakan niaga
2025-01-02,jip,chery,jaecoo j7,white,petrol,pulau pinang
2025-01-02,jip,chery,jaecoo j7,green,petrol,w.p. kuala lumpur
2025-01-02,jip,chery,jaecoo j7,silver,petrol,w.p. kuala lumpur
2025-01-02,jip,chery,jaecoo j7,white,petrol,negeri sembilan
2025-01-02,jip,chery,jaecoo j7,silver,petrol,rakan niaga
2025-01-02,jip,chery,jaecoo j7,green,petrol,pulau pinang
2025-01-02,jip,chery,jaecoo j7,black,petrol,pulau pinang
2025-01-02,jip,chery,jaecoo j7,black,petrol,sarawak
2025-01-02,jip,chery,jaecoo j7,black,petrol,w.p. kuala lumpur
2025-01-02,jip,chery,jaecoo j7,black,hybrid_petrol,w.p. kuala lumpur
2025-01-02,jip,chery,omoda 5,black,petrol,w.p. kuala lumpur
2025-01-02,jip,chery,omoda 5,black,petrol,rakan niaga
2025-01-02,jip,chery,omoda 5,grey,petrol,rakan niaga
2025-01-02,jip,chery,omoda 5,green,electric,rakan niaga
2025-01-02,jip,chery,omoda 9,black,petrol,rakan niaga
2025-01-02,jip,chery,omoda 9,white,petrol,perak
2025-01-02,jip,chery,tiggo,black,petrol,rakan niaga
2025-01-02,motokar,dong feng,box e3,blue,electric,rakan niaga
2025-01-02,motokar,dong feng,box e3,purple,electric,w.p. kuala lumpur
2025-01-02,motokar,dong feng,box e3,green,electric,rakan niaga
2025-01-02,motokar,dong feng,box e3,green,electric,w.p. kuala lumpur
2025-01-02,pick_up,ford,ranger,yellow,greendiesel,rakan niaga
2025-01-02,pick_up,ford,ranger,black,greendiesel,rakan niaga
2025-01-02,pick_up,ford,ranger,white,greendiesel,rakan niaga
2025-01-02,pick_up,ford,ranger,grey,greendiesel,rakan niaga
2025-01-02,pick_up,ford,ranger,black,petrol,w.p. kuala lumpur
2025-01-02,pick_up,ford,ranger,white,greendiesel,w.p. kuala lumpur
2025-01-02,pick_up,ford,ranger,white,greendiesel,sabah
2025-01-02,pick_up,ford,ranger,black,petrol,rakan niaga
2025-01-02,jip,gac,gs3,grey,petrol,rakan niaga
2025-01-02,jip,gac,gs3,black,petrol,rakan niaga
2025-01-02,jip,gac,gs3,grey,petrol,w.p. kuala lumpur
2025-01-02,jip,great wall,haval h6,green,hybrid_petrol,w.p. kuala lumpur
2025-01-02,jip,great wall,haval h6,black,hybrid_petrol,rakan niaga
2025-01-02,jip,great wall,tank 300,white,petrol,johor
2025-01-02,jip,great wall,tank 300,black,petrol,sabah
2025-01-02,motokar,honda,civic,white,petrol,selangor
2025-01-02,motokar,honda,civic,blue,petrol,selangor
2025-01-02,motokar,honda,civic,white,petrol,rakan niaga
2025-01-02,window_van,honda,stepwgn,black,petrol,rakan niaga
2025-01-02,window_van,honda,stepwgn,white,petrol,rakan niaga
2025-01-02,window_van,honda,stepwgn,white,petrol,w.p. kuala lumpur
2025-01-02,window_van,honda,stepwgn,grey,petrol,rakan niaga
2025-01-02,motokar,honda,wr-v,white,petrol,rakan niaga
2025-01-02,motokar,honda,wr-v,red,petrol,selangor
2025-01-02,window_van,hyundai,staria,black,diesel,rakan niaga
2025-01-02,pick_up,isuzu,d-max,white,greendiesel,rakan niaga
2025-01-02,pick_up,isuzu,d-max,silver,greendiesel,rakan niaga
2025-01-02,pick_up,isuzu,d-max,blue,greendiesel,rakan niaga
2025-01-02,pick_up,isuzu,d-max,grey,greendiesel,rakan niaga
2025-01-02,pick_up,isuzu,d-max,black,greendiesel,rakan niaga
2025-01-02,jip,jeep,wrangler,black,petrol,w.p. kuala lumpur
2025-01-02,window_van,kia,carnival,blue,diesel,johor
2025-01-02,jip,lamborghini,urus,yellow,petrol,sarawak
2025-01-02,jip,land rover,defender,brown,diesel,w.p. kuala lumpur
2025-01-02,jip,land rover,defender,black,petrol,w.p. kuala lumpur
2025-01-02,jip,land rover,defender,silver,petrol,w.p. kuala lumpur
2025-01-02,jip,land rover,discovery,blue,petrol,rakan niaga
2025-01-02,jip,land rover,range rover velar,black,petrol,w.p. kuala lumpur
2025-01-02,motokar,lexus,is,grey,petrol,w.p. kuala lumpur
2025-01-02,motokar,lexus,is,grey,petrol,rakan niaga
2025-01-02,motokar,lexus,is,white,petrol,w.p. kuala lumpur
2025-01-02,jip,lexus,lx,black,petrol,sarawak
2025-01-02,jip,lexus,lx,white,petrol,w.p. kuala lumpur
2025-01-02,jip,lexus,lx,white,petrol,sarawak
2025-01-02,jip,lexus,rx,white,petrol,johor
2025-01-02,jip,lexus,rx,white,petrol,w.p. kuala lumpur
2025-01-02,jip,lexus,rx,black,petrol,rakan niaga
2025-01-02,jip,lexus,rx,white,petrol,pulau pinang
2025-01-02,jip,lexus,rx,black,petrol,melaka
2025-01-02,jip,lexus,rx,white,petrol,rakan niaga
2025-01-02,jip,lexus,rx,black,petrol,w.p. kuala lumpur
2025-01-02,jip,lexus,rx,black,petrol,johor
2025-01-02,motokar,mg,mg4,white,electric,rakan niaga
2025-01-02,motokar,mg,mg5,white,petrol,perlis
2025-01-02,motokar,mg,mg5,yellow,petrol,rakan niaga
2025-01-02,motokar,mg,mg5,yellow,petrol,pulau pinang
2025-01-02,motokar,mg,mg5,black,petrol,rakan niaga
2025-01-02,motokar,mazda,cx-30,grey,petrol,rakan niaga
2025-01-02,motokar,mazda,cx-30,red,petrol,rakan niaga
2025-01-02,motokar,mazda,cx-30,blue,petrol,rakan niaga
2025-01-02,motokar,mazda,cx-30,white,petrol,rakan niaga
2025-01-02,jip,mazda,cx-5,grey,petrol,rakan niaga
2025-01-02,jip,mazda,cx-5,gold,petrol,rakan niaga
2025-01-02,jip,mazda,cx-5,red,petrol,rakan niaga
2025-01-02,jip,mazda,cx-5,blue,petrol,rakan niaga
2025-01-02,jip,mazda,cx-8,grey,petrol,w.p. kuala lumpur
2025-01-02,motokar,mazda,mx-5,silver,petrol,rakan niaga
2025-01-02,motokar,mercedes benz,a-class,grey,petrol,negeri sembilan
2025-01-02,motokar,mercedes benz,a-class,black,petrol,w.p. kuala lumpur
2025-01-02,motokar,mercedes benz,a-class,silver,petrol,rakan niaga
2025-01-02,motokar,mercedes benz,a-class,white,petrol,negeri sembilan
2025-01-02,motokar,mercedes benz,a-class,white,petrol,w.p. kuala lumpur
2025-01-02,motokar,mercedes benz,a-class,silver,petrol,selangor
2025-01-02,motokar,mercedes benz,a-class,black,petrol,rakan niaga
2025-01-02,motokar,mercedes benz,b-class,red,petrol,rakan niaga
2025-01-02,motokar,mercedes benz,c-class,grey,petrol,w.p. kuala lumpur
2025-01-02,motokar,mercedes benz,c-class,blue,hybrid_petrol,rakan niaga
2025-01-02,motokar,mercedes benz,cla,black,petrol,rakan niaga
2025-01-02,motokar,mercedes benz,cla,beige,petrol,rakan niaga
2025-01-02,motokar,mercedes benz,cla,grey,petrol,rakan niaga
2025-01-02,motokar,mercedes benz,e-class,black,hybrid_petrol,rakan niaga
2025-01-02,motokar,mercedes benz,e-class,white,hybrid_petrol,rakan niaga
2025-01-02,motokar,mercedes benz,e-class,blue,petrol,rakan niaga
2025-01-02,motokar,mercedes benz,e-class,grey,hybrid_petrol,rakan niaga
2025-01-02,motokar,mercedes benz,e-class,grey,hybrid_petrol,w.p. kuala lumpur
2025-01-02,motokar,mercedes benz,e-class,grey,petrol,w.p. kuala lumpur
2025-01-02,motokar,mercedes benz,e-class,white,petrol,rakan niaga
2025-01-02,jip,mercedes benz,eqa,pink,electric,w.p. kuala lumpur
2025-01-02,jip,mercedes benz,eqs,silver,electric,selangor
2025-01-02,jip,mercedes benz,gla,black,hybrid_petrol,sabah
2025-01-02,jip,mercedes benz,glc,silver,petrol,rakan niaga
2025-01-02,jip,mercedes benz,glc,white,petrol,w.p. kuala lumpur
2025-01-02,jip,mercedes benz,glc,black,hybrid_petrol,w.p. kuala lumpur
2025-01-02,jip,mercedes benz,glc,white,hybrid_petrol,rakan niaga
2025-01-02,jip,mercedes benz,glc,black,petrol,sarawak
2025-01-02,motokar,mini,john cooper works,green,petrol,selangor
2025-01-02,pick_up,mitsubishi,triton,black,greendiesel,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,mitsubishi,xpander,grey,petrol,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,mitsubishi,xpander,red,petrol,rakan niaga
2025-01-02,motokar,nissan,almera,grey,petrol,rakan niaga
2025-01-02,window_van,nissan,elgrand,white,petrol,w.p. kuala lumpur
2025-01-02,window_van,nissan,serena,black,petrol,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,perodua,alza,brown,petrol,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,perodua,alza,red,petrol,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,perodua,alza,black,petrol,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,perodua,alza,brown,petrol,pulau pinang
2025-01-02,motokar_pelbagai_utiliti,perodua,alza,black,petrol,selangor
2025-01-02,jip,perodua,aruz,black,petrol,rakan niaga
2025-01-02,motokar,perodua,axia,silver,petrol,rakan niaga
2025-01-02,motokar,perodua,axia,blue,petrol,rakan niaga
2025-01-02,motokar,perodua,axia,white,petrol,rakan niaga
2025-01-02,motokar,perodua,axia,grey,petrol,rakan niaga
2025-01-02,motokar,perodua,bezza,silver,petrol,rakan niaga
2025-01-02,motokar,perodua,bezza,red,petrol,rakan niaga
2025-01-02,motokar,perodua,bezza,grey,petrol,rakan niaga
2025-01-02,motokar,perodua,myvi,grey,petrol,rakan niaga
2025-01-02,motokar,perodua,myvi,white,petrol,rakan niaga
2025-01-02,motokar,perodua,myvi,silver,petrol,pahang
2025-01-02,motokar,perodua,myvi,red,petrol,rakan niaga
2025-01-02,motokar,perodua,myvi,grey,petrol,kedah
2025-01-02,jip,peugeot,3008,grey,petrol,rakan niaga
2025-01-02,jip,peugeot,408,blue,petrol,rakan niaga
2025-01-02,pick_up,peugeot,landtrek,white,diesel,rakan niaga
2025-01-02,motokar,porsche,911 carrera,grey,petrol,johor
2025-01-02,motokar,porsche,911 gt3,yellow,petrol,w.p. kuala lumpur
2025-01-02,jip,porsche,cayenne,orange,petrol,selangor
2025-01-02,jip,porsche,cayenne,black,petrol,johor
2025-01-02,jip,porsche,cayenne,blue,petrol,sarawak
2025-01-02,jip,porsche,macan,white,petrol,rakan niaga
2025-01-02,motokar,proton,iriz,silver,petrol,rakan niaga
2025-01-02,motokar,proton,iriz,red,petrol,rakan niaga
2025-01-02,motokar,proton,persona,grey,petrol,rakan niaga
2025-01-02,motokar,proton,persona,maroon,petrol,rakan niaga
2025-01-02,motokar,proton,persona,silver,petrol,rakan niaga
2025-01-02,motokar,proton,persona,grey,petrol,kedah
2025-01-02,motokar,proton,s70,blue,petrol,rakan niaga
2025-01-02,motokar,proton,s70,green,petrol,rakan niaga
2025-01-02,motokar,proton,s70,black,petrol,w.p. kuala lumpur
2025-01-02,motokar,proton,s70,grey,petrol,selangor
2025-01-02,motokar,proton,s70,black,petrol,rakan niaga
2025-01-02,motokar,proton,s70,grey,petrol,rakan niaga
2025-01-02,motokar,proton,saga,silver,petrol,rakan niaga
2025-01-02,motokar,proton,saga,white,petrol,rakan niaga
2025-01-02,motokar,proton,saga,grey,petrol,rakan niaga
2025-01-02,motokar,proton,saga,red,petrol,rakan niaga
2025-01-02,motokar,proton,saga,maroon,petrol,rakan niaga
2025-01-02,jip,proton,x50,grey,petrol,rakan niaga
2025-01-02,jip,proton,x50,silver,petrol,w.p. kuala lumpur
2025-01-02,jip,proton,x50,white,petrol,w.p. kuala lumpur
2025-01-02,jip,proton,x70,grey,petrol,w.p. kuala lumpur
2025-01-02,jip,proton,x70,blue,petrol,rakan niaga
2025-01-02,jip,proton,x90,white,petrol,selangor
2025-01-02,jip,proton,x90,grey,petrol,rakan niaga
2025-01-02,motokar,subaru,brz,blue,petrol,selangor
2025-01-02,motokar,subaru,brz,silver,petrol,w.p. kuala lumpur
2025-01-02,jip,subaru,forester,black,petrol,rakan niaga
2025-01-02,jip,suzuki,jimny,grey,petrol,w.p. kuala lumpur
2025-01-02,jip,suzuki,jimny sierra,grey,petrol,rakan niaga
2025-01-02,jip,suzuki,jimny sierra,grey,petrol,selangor
2025-01-02,jip,suzuki,jimny sierra,green,petrol,rakan niaga
2025-01-02,motokar,suzuki,swift,grey,petrol,w.p. kuala lumpur
2025-01-02,motokar,suzuki,swift,black,petrol,w.p. kuala lumpur
2025-01-02,motokar,tesla,model 3,white,electric,rakan niaga
2025-01-02,motokar,tesla,model 3,red,electric,w.p. kuala lumpur
2025-01-02,motokar,toyota,86,grey,petrol,rakan niaga
2025-01-02,motokar,toyota,86,white,petrol,w.p. kuala lumpur
2025-01-02,window_van,toyota,alphard,white,petrol,selangor
2025-01-02,window_van,toyota,alphard,white,petrol,w.p. kuala lumpur
2025-01-02,window_van,toyota,alphard,black,petrol,rakan niaga
2025-01-02,window_van,toyota,alphard,black,petrol,melaka
2025-01-02,window_van,toyota,alphard,white,petrol,sarawak
2025-01-02,window_van,toyota,alphard,white,petrol,rakan niaga
2025-01-02,window_van,toyota,alphard,white,petrol,melaka
2025-01-02,window_van,toyota,alphard,black,petrol,perak
2025-01-02,window_van,toyota,alphard,black,petrol,selangor
2025-01-02,window_van,toyota,alphard,brown,petrol,rakan niaga
2025-01-02,window_van,toyota,alphard,black,petrol,w.p. kuala lumpur
2025-01-02,window_van,toyota,alphard,white,petrol,johor
2025-01-02,window_van,toyota,alphard,black,petrol,johor
2025-01-02,window_van,toyota,alphard,white,petrol,perak
2025-01-02,window_van,toyota,alphard,white,petrol,pulau pinang
2025-01-02,window_van,toyota,alphard,black,petrol,sarawak
2025-01-02,window_van,toyota,alphard,white,petrol,sabah
2025-01-02,motokar,toyota,c-hr,black,petrol,w.p. kuala lumpur
2025-01-02,motokar,toyota,c-hr,red,petrol,w.p. kuala lumpur
2025-01-02,jip,toyota,corolla cross,red,petrol,rakan niaga
2025-01-02,jip,toyota,corolla cross,grey,hybrid_petrol,rakan niaga
2025-01-02,jip,toyota,corolla cross,silver,petrol,rakan niaga
2025-01-02,jip,toyota,corolla cross,red,petrol,w.p. kuala lumpur
2025-01-02,jip,toyota,corolla cross,white,petrol,rakan niaga
2025-01-02,jip,toyota,corolla cross,white,hybrid_petrol,rakan niaga
2025-01-02,jip,toyota,corolla cross,white,petrol,perak
2025-01-02,jip,toyota,corolla cross,blue,hybrid_petrol,rakan niaga
2025-01-02,window_van,toyota,estima,black,petrol,w.p. kuala lumpur
2025-01-02,jip,toyota,fortuner,white,greendiesel,rakan niaga
2025-01-02,jip,toyota,fortuner,black,greendiesel,rakan niaga
2025-01-02,jip,toyota,fortuner,brown,greendiesel,rakan niaga
2025-01-02,jip,toyota,harrier,white,petrol,johor
2025-01-02,jip,toyota,harrier,black,petrol,rakan niaga
2025-01-02,jip,toyota,harrier,white,petrol,melaka
2025-01-02,jip,toyota,harrier,black,petrol,selangor
2025-01-02,jip,toyota,harrier,white,petrol,w.p. kuala lumpur
2025-01-02,jip,toyota,harrier,black,petrol,pulau pinang
2025-01-02,jip,toyota,harrier,black,petrol,perak
2025-01-02,jip,toyota,harrier,white,petrol,rakan niaga
2025-01-02,jip,toyota,harrier,black,petrol,melaka
2025-01-02,jip,toyota,harrier,white,petrol,selangor
2025-01-02,window_van,toyota,hiace,white,greendiesel,rakan niaga
2025-01-02,window_van,toyota,hiace,white,greendiesel,w.p. kuala lumpur
2025-01-02,pick_up,toyota,hilux,white,greendiesel,johor
2025-01-02,pick_up,toyota,hilux,black,greendiesel,sabah
2025-01-02,pick_up,toyota,hilux,white,greendiesel,sabah
2025-01-02,pick_up,toyota,hilux,silver,greendiesel,johor
2025-01-02,pick_up,toyota,hilux,maroon,greendiesel,sabah
2025-01-02,pick_up,toyota,hilux,white,greendiesel,w.p. kuala lumpur
2025-01-02,pick_up,toyota,hilux,brown,greendiesel,w.p. kuala lumpur
2025-01-02,pick_up,toyota,hilux,black,greendiesel,w.p. kuala lumpur
2025-01-02,pick_up,toyota,hilux,brown,greendiesel,selangor
2025-01-02,pick_up,toyota,hilux,black,greendiesel,selangor
2025-01-02,pick_up,toyota,hilux,brown,greendiesel,sabah
2025-01-02,pick_up,toyota,hilux,silver,greendiesel,pahang
2025-01-02,pick_up,toyota,hilux,black,greendiesel,sarawak
2025-01-02,pick_up,toyota,hilux,brown,greendiesel,kedah
2025-01-02,pick_up,toyota,hilux,white,greendiesel,kelantan
2025-01-02,pick_up,toyota,hilux,silver,greendiesel,selangor
2025-01-02,pick_up,toyota,hilux,red,greendiesel,selangor
2025-01-02,pick_up,toyota,hilux,brown,greendiesel,johor
2025-01-02,pick_up,toyota,hilux,red,greendiesel,terengganu
2025-01-02,pick_up,toyota,hilux,black,greendiesel,pahang
2025-01-02,motokar_pelbagai_utiliti,toyota,innova,silver,petrol,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,toyota,innova,grey,hybrid_petrol,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,toyota,innova,silver,petrol,kedah
2025-01-02,motokar_pelbagai_utiliti,toyota,innova,white,petrol,rakan niaga
2025-01-02,motokar_pelbagai_utiliti,toyota,innova,grey,petrol,rakan niaga
2025-01-02,jip,toyota,land cruiser,white,petrol,sabah
2025-01-02,jip,toyota,land cruiser,white,petrol,selangor
2025-01-02,jip,toyota,land cruiser,black,petrol,sabah
2025-01-02,jip,toyota,land cruiser,white,petrol,w.p. kuala lumpur
2025-01-02,jip,toyota,land cruiser,black,petrol,sarawak
2025-01-02,jip,toyota,land cruiser prado,black,diesel,w.p. kuala lumpur
2025-01-02,motokar,toyota,supra,white,petrol,melaka
2025-01-02,motokar,toyota,supra,black,petrol,rakan niaga
2025-01-02,motokar,toyota,supra,black,petrol,w.p. kuala lumpur
2025-01-02,motokar,toyota,supra,black,petrol,sarawak
2025-01-02,window_van,toyota,vellfire,white,petrol,rakan niaga
2025-01-02,window_van,toyota,vellfire,white,petrol,johor
2025-01-02,window_van,toyota,vellfire,black,petrol,rakan niaga
2025-01-02,window_van,toyota,vellfire,black,petrol,sarawak
2025-01-02,window_van,toyota,vellfire,black,petrol,pulau pinang
2025-01-02,window_van,toyota,vellfire,white,petrol,w.p. kuala lumpur
2025-01-02,window_van,toyota,vellfire,white,petrol,sarawak
2025-01-02,window_van,toyota,vellfire,black,petrol,selangor
2025-01-02,window_van,toyota,vellfire,black,petrol,johor
2025-01-02,window_van,toyota,vellfire,white,petrol,selangor
2025-01-02,motokar,toyota,vios,white,petrol,rakan niaga
2025-01-02,motokar,toyota,vios,silver,petrol,rakan niaga
2025-01-02,motokar,toyota,vios,black,petrol,rakan niaga
2025-01-02,motokar,toyota,vios,maroon,petrol,rakan niaga
2025-01-02,motokar,toyota,vios,red,petrol,sabah
2025-01-02,motokar,toyota,vios,blue,petrol,w.p. kuala lumpur
2025-01-02,motokar,toyota,vios,red,petrol,rakan niaga
2025-01-02,window_van,toyota,voxy,black,petrol,w.p. kuala lumpur
2025-01-02,window_van,toyota,voxy,white,petrol,rakan niaga
2025-01-02,window_van,toyota,voxy,black,petrol,johor
2025-01-02,window_van,toyota,voxy,black,petrol,kelantan
2025-01-02,window_van,toyota,voxy,black,petrol,perak
2025-01-02,motokar,toyota,yaris,white,petrol,rakan niaga
2025-01-02,motokar,toyota,yaris,silver,petrol,rakan niaga
2025-01-02,motokar,toyota,yaris,maroon,petrol,rakan niaga
2025-01-02,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur
2025-01-02,motokar,toyota,yaris,red,petrol,johor
2025-01-02,window_van,weststar maxus,g10,grey,petrol,johor
2025-01-02,jip,xpeng,g6,silver,electric,rakan niaga
2025-01-02,jip,xpeng,g6,black,electric,rakan niaga
2025-01-02,window_van,zeekr,009,white,electric,w.p. kuala lumpur
2025-01-02,window_van,zeekr,009,white,electric,rakan niaga
2025-01-02,window_van,zeekr,009,blue,electric,rakan niaga
2025-01-03,motokar,bmw,3 series,white,petrol,johor
2025-01-03,motokar,bmw,4 series,blue,petrol,w.p. kuala lumpur
2025-01-03,jip,bmw,x7,white,petrol,rakan niaga
2025-01-03,motokar,bmw,i5,blue,electric,rakan niaga
2025-01-03,motokar,bmw,i5,grey,electric,rakan niaga
2025-01-03,motokar,bmw,i5,white,electric,rakan niaga
2025-01-03,motokar,bmw,i5,red,electric,rakan niaga
2025-01-03,motokar,bmw,i5,green,electric,rakan niaga
2025-01-03,motokar,bmw,i7,white,electric,rakan niaga
2025-01-03,motokar,bmw,i7,grey,electric,rakan niaga
2025-01-03,jip,byd,atto 3,grey,electric,rakan niaga
2025-01-03,motokar,byd,seal,blue,electric,johor
2025-01-03,jip,byd,sealion,grey,electric,w.p. kuala lumpur
2025-01-03,jip,byd,sealion,grey,electric,rakan niaga
2025-01-03,jip,byd,sealion,black,electric,w.p. kuala lumpur
2025-01-03,jip,byd,sealion,black,electric,sabah
2025-01-03,jip,byd,sealion,black,electric,rakan niaga
2025-01-03,window_van,cam,kingo,white,greendiesel,w.p. kuala lumpur
2025-01-03,window_van,cam,placer-x,white,greendiesel,melaka
2025-01-03,jip,chery,jaecoo j7,black,petrol,rakan niaga
2025-01-03,jip,chery,jaecoo j7,silver,petrol,rakan niaga
2025-01-03,jip,chery,jaecoo j7,white,petrol,rakan niaga
2025-01-03,jip,chery,jaecoo j7,black,petrol,w.p. kuala lumpur
2025-01-03,jip,chery,jaecoo j7,silver,petrol,w.p. kuala lumpur
2025-01-03,jip,chery,jaecoo j7,silver,petrol,johor
2025-01-03,jip,chery,jaecoo j7,silver,petrol,pulau pinang
2025-01-03,jip,chery,jaecoo j7,black,petrol,johor
2025-01-03,jip,chery,jaecoo j7,green,petrol,rakan niaga
2025-01-03,jip,chery,jaecoo j7,white,petrol,w.p. kuala lumpur
2025-01-03,jip,chery,jaecoo j7,white,petrol,johor
2025-01-03,jip,chery,omoda 5,grey,petrol,rakan niaga
2025-01-03,jip,chery,omoda 5,red,petrol,rakan niaga
2025-01-03,jip,chery,omoda 5,black,petrol,rakan niaga
2025-01-03,jip,chery,omoda 5,white,petrol,rakan niaga
2025-01-03,jip,chery,omoda 5,black,petrol,w.p. kuala lumpur
2025-01-03,jip,chery,omoda 9,black,petrol,rakan niaga
2025-01-03,jip,chery,tiggo,black,petrol,rakan niaga
