date_reg,type,maker,model,colour,fuel,state,modelyear,vehicleclass,enginesize,cylinders,transmission,fueltype,fuelconsumption_city,fuelconsumption_hwy,fuelconsumption_comb,fuelconsumption_comb_mpg,co2emissions
2025-04-23,jip,kia,sportage,blue,petrol,rakan niaga,2014,suv - small,2.4,4,m6,x,12.9,9.3,11.3,25,260
2025-04-24,jip,kia,sportage,white,petrol,rakan niaga,2014,suv - small,2.4,4,m6,x,12.9,9.3,11.3,25,260
2025-04-25,jip,kia,sportage,grey,petrol,rakan niaga,2014,suv - small,2.4,4,m6,x,12.9,9.3,11.3,25,260
2025-04-25,jip,kia,sportage,white,petrol,rakan niaga,2014,suv - small,2.4,4,m6,x,12.9,9.3,11.3,25,260
2025-04-25,jip,kia,sportage,blue,petrol,rakan niaga,2014,suv - small,2.4,4,m6,x,12.9,9.3,11.3,25,260
2025-04-26,jip,kia,sportage,black,petrol,rakan niaga,2014,suv - small,2.4,4,m6,x,12.9,9.3,11.3,25,260
2025-04-27,jip,kia,sportage,grey,petrol,rakan niaga,2014,suv - small,2.4,4,m6,x,12.9,9.3,11.3,25,260
2025-04-30,jip,kia,sportage,black,petrol,rakan niaga,2014,suv - small,2.4,4,m6,x,12.9,9.3,11.3,25,260
2025-01-08,jip,land rover,range rover evoque,white,petrol,pulau pinang,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-01-09,jip,land rover,range rover evoque,silver,petrol,rakan niaga,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-01-09,jip,land rover,range rover evoque,grey,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-01-10,jip,land rover,range rover evoque,silver,petrol,rakan niaga,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-01-23,jip,land rover,range rover evoque,black,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-01-23,jip,land rover,range rover evoque,silver,petrol,kedah,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-02-21,jip,land rover,range rover evoque,grey,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-02-25,jip,land rover,range rover evoque,grey,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-02-28,jip,land rover,range rover evoque,grey,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-03-27,jip,land rover,range rover evoque,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-04-28,jip,land rover,range rover evoque,black,petrol,selangor,2014,suv - small,2.0,4,as9,z,11.3,7.9,9.8,29,225
2025-03-24,motokar,maserati,granturismo,maroon,petrol,w.p. kuala lumpur,2014,subcompact,4.7,8,as6,z,18.2,11.4,15.1,19,347
2025-01-02,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-02,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-02,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-02,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-03,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-03,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-03,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-03,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-03,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-05,jip,mazda,cx-5,red,petrol,terengganu,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-06,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-06,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-06,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-06,jip,mazda,cx-5,gold,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-06,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-06,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-06,jip,mazda,cx-5,black,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-07,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-07,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-07,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-07,jip,mazda,cx-5,red,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-08,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-08,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-08,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-08,jip,mazda,cx-5,gold,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-08,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-08,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-08,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-09,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-09,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-09,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-09,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-09,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,gold,petrol,perak,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,white,petrol,johor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,black,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-10,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-11,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-11,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-11,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-13,jip,mazda,cx-5,white,petrol,pulau pinang,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-13,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-13,jip,mazda,cx-5,gold,petrol,johor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-13,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-13,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-13,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-13,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-14,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-14,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-14,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-14,jip,mazda,cx-5,red,petrol,kedah,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-14,jip,mazda,cx-5,gold,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-14,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-15,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-15,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-15,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-15,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-15,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-15,jip,mazda,cx-5,grey,petrol,johor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-16,jip,mazda,cx-5,blue,petrol,johor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-16,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-16,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-16,jip,mazda,cx-5,grey,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-16,jip,mazda,cx-5,grey,petrol,pulau pinang,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-16,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-16,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-17,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-17,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-17,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-17,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-17,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-17,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-18,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-18,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-19,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-20,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-20,jip,mazda,cx-5,gold,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-20,jip,mazda,cx-5,white,petrol,pulau pinang,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-20,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-20,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-20,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-20,jip,mazda,cx-5,blue,petrol,johor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-20,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-21,jip,mazda,cx-5,blue,petrol,kelantan,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-21,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-21,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-21,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-21,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-21,jip,mazda,cx-5,blue,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-21,jip,mazda,cx-5,black,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-21,jip,mazda,cx-5,black,petrol,terengganu,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-22,jip,mazda,cx-5,blue,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-23,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-23,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-23,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-23,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-23,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-23,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-23,jip,mazda,cx-5,gold,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-24,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-24,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-24,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-24,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-24,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-24,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-24,jip,mazda,cx-5,blue,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-24,jip,mazda,cx-5,grey,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-26,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-27,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-27,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-27,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-27,jip,mazda,cx-5,gold,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-27,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-27,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-27,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-28,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-28,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-01-31,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-03,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-03,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-03,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-03,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-04,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-04,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-04,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-04,jip,mazda,cx-5,grey,petrol,melaka,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-04,jip,mazda,cx-5,red,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-04,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-04,jip,mazda,cx-5,black,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-04,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-05,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-05,jip,mazda,cx-5,grey,petrol,johor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-05,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-06,jip,mazda,cx-5,grey,petrol,sarawak,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-06,jip,mazda,cx-5,white,petrol,perak,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-06,jip,mazda,cx-5,blue,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-06,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-06,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-06,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-06,jip,mazda,cx-5,red,petrol,kelantan,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-07,jip,mazda,cx-5,grey,petrol,perlis,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-07,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-07,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-07,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-08,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-10,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-10,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-10,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-10,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-10,jip,mazda,cx-5,gold,petrol,selangor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-10,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-10,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-11,jip,mazda,cx-5,grey,diesel,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,white,diesel,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,black,diesel,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,grey,petrol,pulau pinang,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-12,jip,mazda,cx-5,gold,petrol,pulau pinang,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-13,jip,mazda,cx-5,red,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-13,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-13,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-13,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-13,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-14,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-14,jip,mazda,cx-5,blue,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-14,jip,mazda,cx-5,gold,petrol,johor,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-14,jip,mazda,cx-5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-14,jip,mazda,cx-5,gold,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-17,jip,mazda,cx-5,black,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
2025-02-17,jip,mazda,cx-5,gold,petrol,rakan niaga,2014,suv - small,2.0,4,as6,x,8.9,7.3,8.2,34,189
