date_reg,type,maker,model,colour,fuel,state,modelyear,vehicleclass,enginesize,cylinders,transmission,fueltype,fuelconsumption_city,fuelconsumption_hwy,fuelconsumption_comb,fuelconsumption_comb_mpg,co2emissions
2025-04-22,motokar,aston martin,vanquish,green,petrol,w.p. kuala lumpur,2014,minicompact,5.9,12,a6,z,18.0,12.6,15.6,18,359
2025-03-06,motokar,audi,a4,silver,petrol,johor,2014,compact,2.0,4,av8,z,9.9,7.4,8.8,32,202
2025-03-06,motokar,audi,a4,black,petrol,pahang,2014,compact,2.0,4,av8,z,9.9,7.4,8.8,32,202
2025-01-31,motokar,audi,a8,grey,petrol,w.p. kuala lumpur,2014,mid-size,3.0,6,as8,z,13.1,8.8,11.2,25,258
2025-04-25,motokar,audi,a8,grey,petrol,w.p. kuala lumpur,2014,mid-size,3.0,6,as8,z,13.1,8.8,11.2,25,258
2025-01-31,motokar,audi,a8,grey,petrol,w.p. kuala lumpur,2014,mid-size,4.0,8,as8,z,13.5,8.6,11.3,25,260
2025-04-25,motokar,audi,a8,grey,petrol,w.p. kuala lumpur,2014,mid-size,4.0,8,as8,z,13.5,8.6,11.3,25,260
2025-01-16,jip,audi,q5,black,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as8,z,12.0,8.5,10.4,27,239
2025-01-16,jip,audi,q5,blue,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as8,z,12.0,8.5,10.4,27,239
2025-01-17,jip,audi,q5,grey,petrol,rakan niaga,2014,suv - small,2.0,4,as8,z,12.0,8.5,10.4,27,239
2025-01-23,jip,audi,q5,grey,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as8,z,12.0,8.5,10.4,27,239
2025-01-28,jip,audi,q5,blue,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as8,z,12.0,8.5,10.4,27,239
2025-02-26,jip,audi,q5,white,diesel,rakan niaga,2014,suv - small,2.0,4,as8,z,12.0,8.5,10.4,27,239
2025-03-20,jip,audi,q5,white,petrol,rakan niaga,2014,suv - small,2.0,4,as8,z,12.0,8.5,10.4,27,239
2025-03-26,jip,audi,q5,black,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,as8,z,12.0,8.5,10.4,27,239
2025-01-16,jip,audi,q5,black,petrol,w.p. kuala lumpur,2014,suv - small,3.0,6,as8,z,12.9,9.2,11.2,25,258
2025-01-16,jip,audi,q5,blue,petrol,w.p. kuala lumpur,2014,suv - small,3.0,6,as8,z,12.9,9.2,11.2,25,258
2025-01-17,jip,audi,q5,grey,petrol,rakan niaga,2014,suv - small,3.0,6,as8,z,12.9,9.2,11.2,25,258
2025-01-23,jip,audi,q5,grey,petrol,w.p. kuala lumpur,2014,suv - small,3.0,6,as8,z,12.9,9.2,11.2,25,258
2025-01-28,jip,audi,q5,blue,petrol,w.p. kuala lumpur,2014,suv - small,3.0,6,as8,z,12.9,9.2,11.2,25,258
2025-02-26,jip,audi,q5,white,diesel,rakan niaga,2014,suv - small,3.0,6,as8,z,12.9,9.2,11.2,25,258
2025-03-20,jip,audi,q5,white,petrol,rakan niaga,2014,suv - small,3.0,6,as8,z,12.9,9.2,11.2,25,258
2025-03-26,jip,audi,q5,black,petrol,w.p. kuala lumpur,2014,suv - small,3.0,6,as8,z,12.9,9.2,11.2,25,258
2025-04-30,jip,audi,q7,white,petrol,rakan niaga,2014,suv - standard,3.0,6,as8,z,15.1,10.9,13.2,21,304
2025-04-30,jip,audi,q7,grey,petrol,rakan niaga,2014,suv - standard,3.0,6,as8,z,15.1,10.9,13.2,21,304
2025-04-30,jip,audi,q7,blue,petrol,rakan niaga,2014,suv - standard,3.0,6,as8,z,15.1,10.9,13.2,21,304
2025-02-06,motokar,audi,r8,green,petrol,w.p. kuala lumpur,2014,two-seater,4.2,8,a7,z,17.6,11.0,14.6,19,336
2025-02-06,motokar,audi,r8,green,petrol,w.p. kuala lumpur,2014,two-seater,4.2,8,m6,z,21.2,13.4,17.7,16,407
2025-02-06,motokar,audi,r8,green,petrol,w.p. kuala lumpur,2014,two-seater,5.2,10,a7,z,18.8,11.3,15.4,18,354
2025-02-06,motokar,audi,r8,green,petrol,w.p. kuala lumpur,2014,two-seater,5.2,10,m6,z,21.1,13.8,17.8,16,409
2025-02-28,motokar,audi,rs7,black,petrol,pulau pinang,2014,mid-size,4.0,8,as8,z,15.3,9.3,12.6,22,290
2025-04-28,motokar,audi,s8,white,petrol,rakan niaga,2014,mid-size,4.0,8,as8,z,15.4,9.8,12.9,22,297
2025-03-20,jip,audi,sq5,white,petrol,rakan niaga,2014,suv - small,3.0,6,as8,z,14.9,10.1,12.7,22,292
2025-01-09,motokar,bentley,continental gt,grey,petrol,w.p. kuala lumpur,2014,subcompact,4.0,8,as8,z,15.4,9.8,12.9,22,297
2025-01-20,motokar,bentley,continental gt,white,petrol,w.p. kuala lumpur,2014,subcompact,4.0,8,as8,z,15.4,9.8,12.9,22,297
2025-01-09,motokar,bentley,continental gt,grey,petrol,w.p. kuala lumpur,2014,subcompact,6.0,12,as8,z,18.8,11.5,15.5,18,356
2025-01-20,motokar,bentley,continental gt,white,petrol,w.p. kuala lumpur,2014,subcompact,6.0,12,as8,z,18.8,11.5,15.5,18,356
2025-03-13,motokar,bentley,mulsanne,black,petrol,w.p. kuala lumpur,2014,mid-size,6.8,8,as8,z,22.3,14.9,19.0,15,437
2025-02-26,motokar,chevrolet,corvette,blue,petrol,w.p. kuala lumpur,2014,two-seater,6.2,8,as6,z,14.9,8.5,12.0,24,276
2025-02-26,motokar,chevrolet,corvette,blue,petrol,w.p. kuala lumpur,2014,two-seater,6.2,8,m7,z,13.7,8.2,11.2,25,258
2025-02-12,motokar,chevrolet,cruze,white,petrol,sarawak,2014,mid-size,1.4,4,as6,x,9.1,6.3,7.8,36,179
2025-02-12,motokar,chevrolet,cruze,white,petrol,sarawak,2014,mid-size,1.4,4,m6,x,9.1,6.3,7.8,36,179
2025-02-12,motokar,chevrolet,cruze,white,petrol,sarawak,2014,mid-size,1.8,4,as6,x,10.5,6.7,8.8,32,202
2025-02-12,motokar,chevrolet,cruze,white,petrol,sarawak,2014,mid-size,1.8,4,m6,x,9.5,6.5,8.2,34,189
2025-01-27,motokar,dodge,challenger,yellow,petrol,sarawak,2014,mid-size,3.6,6,a5,x,13.2,8.7,11.2,25,258
2025-04-10,motokar,dodge,challenger,grey,petrol,selangor,2014,mid-size,3.6,6,a5,x,13.2,8.7,11.2,25,258
2025-01-27,motokar,dodge,challenger,yellow,petrol,sarawak,2014,mid-size,5.7,8,m6,x,15.6,10.0,13.1,22,301
2025-04-10,motokar,dodge,challenger,grey,petrol,selangor,2014,mid-size,5.7,8,m6,x,15.6,10.0,13.1,22,301
2025-03-06,motokar,ford,focus,silver,petrol,johor,2014,compact,2.0,4,m6,x,10.2,7.4,8.9,32,205
2025-01-17,motokar,ford,mustang,blue,petrol,selangor,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-02-05,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-02-26,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-03-03,motokar,ford,mustang,red,petrol,pulau pinang,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-03-11,motokar,ford,mustang,silver,petrol,perak,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-03-17,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-03-28,motokar,ford,mustang,black,petrol,rakan niaga,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-03-28,motokar,ford,mustang,red,petrol,johor,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-04-21,motokar,ford,mustang,yellow,petrol,rakan niaga,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-04-24,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2025-01-17,motokar,ford,mustang,blue,petrol,selangor,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-02-05,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-02-26,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-03-03,motokar,ford,mustang,red,petrol,pulau pinang,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-03-11,motokar,ford,mustang,silver,petrol,perak,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-03-17,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-03-28,motokar,ford,mustang,black,petrol,rakan niaga,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-03-28,motokar,ford,mustang,red,petrol,johor,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-04-21,motokar,ford,mustang,yellow,petrol,rakan niaga,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-04-24,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2025-01-17,motokar,ford,mustang,blue,petrol,selangor,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-02-05,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-02-26,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-03-03,motokar,ford,mustang,red,petrol,pulau pinang,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-03-11,motokar,ford,mustang,silver,petrol,perak,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-03-17,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-03-28,motokar,ford,mustang,black,petrol,rakan niaga,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-03-28,motokar,ford,mustang,red,petrol,johor,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-04-21,motokar,ford,mustang,yellow,petrol,rakan niaga,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-04-24,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2025-01-17,motokar,ford,mustang,blue,petrol,selangor,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-02-05,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-02-26,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-03-03,motokar,ford,mustang,red,petrol,pulau pinang,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-03-11,motokar,ford,mustang,silver,petrol,perak,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-03-17,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-03-28,motokar,ford,mustang,black,petrol,rakan niaga,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-03-28,motokar,ford,mustang,red,petrol,johor,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-04-21,motokar,ford,mustang,yellow,petrol,rakan niaga,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-04-24,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2025-01-17,motokar,ford,mustang,blue,petrol,selangor,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-02-05,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-02-26,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-03-03,motokar,ford,mustang,red,petrol,pulau pinang,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-03-11,motokar,ford,mustang,silver,petrol,perak,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-03-17,motokar,ford,mustang,black,petrol,selangor,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-03-28,motokar,ford,mustang,black,petrol,rakan niaga,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-03-28,motokar,ford,mustang,red,petrol,johor,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-04-21,motokar,ford,mustang,yellow,petrol,rakan niaga,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-04-24,motokar,ford,mustang,blue,petrol,w.p. kuala lumpur,2014,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2025-01-02,motokar,honda,civic,white,petrol,selangor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-02,motokar,honda,civic,blue,petrol,selangor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-02,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-03,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-03,motokar,honda,civic,white,petrol,melaka,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-04,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-06,motokar,honda,civic,blue,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-06,motokar,honda,civic,white,petrol,selangor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-06,motokar,honda,civic,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-06,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-06,motokar,honda,civic,blue,petrol,kelantan,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-07,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-07,motokar,honda,civic,black,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-07,motokar,honda,civic,white,petrol,selangor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-07,motokar,honda,civic,black,petrol,kelantan,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-08,motokar,honda,civic,black,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-08,motokar,honda,civic,white,petrol,sarawak,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-08,motokar,honda,civic,grey,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-08,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-08,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-08,motokar,honda,civic,blue,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-10,motokar,honda,civic,blue,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-10,motokar,honda,civic,grey,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-10,motokar,honda,civic,blue,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-10,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-10,motokar,honda,civic,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-10,motokar,honda,civic,white,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-10,motokar,honda,civic,blue,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-13,motokar,honda,civic,maroon,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-13,motokar,honda,civic,blue,hybrid_petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-13,motokar,honda,civic,white,petrol,selangor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-13,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-13,motokar,honda,civic,red,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-13,motokar,honda,civic,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-13,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-14,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-14,motokar,honda,civic,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-14,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-14,motokar,honda,civic,grey,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-14,motokar,honda,civic,white,petrol,pulau pinang,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-14,motokar,honda,civic,blue,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-14,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,blue,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,blue,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,red,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,blue,hybrid_petrol,kedah,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-15,motokar,honda,civic,grey,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,white,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,red,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,grey,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,grey,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,blue,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,blue,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,grey,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,white,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-16,motokar,honda,civic,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,blue,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,blue,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,grey,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,white,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,grey,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,red,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,white,hybrid_petrol,pahang,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,red,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,black,petrol,negeri sembilan,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,red,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,white,petrol,pulau pinang,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-17,motokar,honda,civic,blue,petrol,melaka,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-18,motokar,honda,civic,white,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-18,motokar,honda,civic,grey,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-18,motokar,honda,civic,grey,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-18,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-18,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-19,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-19,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,grey,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,blue,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,yellow,petrol,selangor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,red,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,white,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,blue,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,white,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,white,hybrid_petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-20,motokar,honda,civic,grey,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,white,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,black,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,black,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,blue,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,grey,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,red,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,white,petrol,johor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,white,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,blue,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,white,petrol,pahang,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,white,petrol,w.p. kuala lumpur,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,white,petrol,perak,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,red,petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,grey,petrol,selangor,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,blue,petrol,kedah,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2025-01-21,motokar,honda,civic,grey,hybrid_petrol,rakan niaga,2014,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
